"#","ML #","St","Current Price","List Price","Sale Price","Address","Numof Acres","Numof Stories","Numof Possible Bedrooms","Numof Garage Spaces","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Numof Rooms","Baths Half","Baths Full","Assessed Value","Age","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"1501","B473806","S","$354,000","$329,900","$354,000","8372 Clarence Lane CT","0.36","2","","2.0","14051","14051","4","2.1","2,596","9","1","2","$278,000","28","Full","Cable TV Available, Deck, Electric Pet Fence, Garage Door Opener, High Speed Internet, Lawn Sprinkler System, Partially Fenced Yard, Patio, Pool-In Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Indoor Pool, Natural Woodwork - some, Skylight, Sliding Glass Door","Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Loft, Master Bedroom Bath, Porch - Enclosed","","Crawl Space, Scuttle Access","","NEW","Clarence","$0","05/05/2015","07/20/2015","","05/05/2015","1","Blacktop","","Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/04/2015","Exclusive Right To Sell","144","110","Cul De Sac, Neighborhood Street, Wooded Lot"
"1501","B470381","S","$352,000","$359,900","$352,000","9357 Juniper Pl","0.45","2","","2.5","14032","14032","4","2.1","2,640","10","1","2","$314,000","20","Finished, Full","Awning, Barbecue, Cable TV Available, Electric Pet Fence, Garage Door Opener, Patio, Private Yard - see Remarks","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-Basement, Living Room, Porch - Open","","Scuttle Access","","NEW","Clarence","$0","06/25/2015","06/25/2015","","04/20/2015","28","Concrete","","Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","03/23/2015","Exclusive Right To Sell","174","80","Cul De Sac, Neighborhood Street"
"1501","B476256","S","$351,388","$349,900","$351,388","8388 Bridlewood","0.39","2","","2.5","14051","","3","2.1","2,654","10","1","2","$300,000","30","Finished, Full","Awning, Cable TV Available, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Patio, Pool-In Ground, Post -Type Gas Grill, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Skylight, Sliding Glass Door, Sump Pump","Basement / Rec Room, Bonus Room, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","Shed","Crawl Space, Scuttle Access","","NEW","Clarence","$0","07/30/2015","08/11/2015","","06/02/2015","4","Concrete","","Ceramic-Some, Hardwood-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/29/2015","Exclusive Right To Sell","162","105","Neighborhood Street"
"1501","B475197","S","$350,120","$350,120","$350,120","9434 Kristina CIR E","0.24","2","","2.0","14031","14031","4","2.1","2,412","10","1","2","$30,000","0","Full","Other - See Remarks","Circuit Breakers - Some, Two Story Foyer","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Loft, Master Bedroom Bath","","None","","NEW","Clarence","$1","10/28/2015","11/04/2015","","05/21/2015","2","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/19/2015","Exclusive Right To Sell","169","66","Neighborhood Street"
"1501","B473658","S","$350,000","$339,900","$350,000","8081 Highland Farms","0.32","2","","2.5","14051","","4","2.1","2,274","9","1","2","$254,000","17","Full, Partially Finished","Awning, Cable TV Available, Fully Fenced Yard, Garage Door Opener, Lawn Sprinkler System, Patio, Pool-In Ground, Satellite Dish","Atrium Door, Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Skylight, Sump Pump","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Living Room, Master Bedroom Bath, Morning Room","Shed","Crawl Space","","NEW","Clarence","$0","07/02/2015","07/06/2015","","05/15/2015","13","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/02/2015","Exclusive Right To Sell","185","85","Neighborhood Street"
"1501","B474866","S","$350,000","$359,900","$350,000","8982 Shannon CT","0.29","2","","2.5","14032","14032","4","2.1","2,325","9","1","2","$303,000","5","Full","Cable TV Available, Garage Door Opener, Thermal Windows - Some","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sump Pump, Two Story Foyer","Den/Study, Foyer/Entry Hall, Great Room, Laundry-2nd Floor, Living Room, Loft, Master Bedroom Bath, Morning Room","","Crawl Space","","NEW","Clarence","$0","08/05/2015","08/12/2015","","05/29/2015","15","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","05/14/2015","Exclusive Right To Sell","150","99","Cul De Sac, Deed Restriction"
"1501","B473425","S","$349,900","$349,900","$349,900","8050 Highland Farms DR","0.39","2","","2.5","14051","14051","4","2.1","2,855","10","1","2","$283,000","17","Finished, Full","Cable TV Available, Fully Fenced Yard, Garage Door Opener, Lawn Sprinkler System","Cathedral Ceiling, Cedar Closets, Copper Plumbing - Some, Drapes - Some, Sauna, Security System - Owned, Skylight, Sump Pump, Whirlpool Tub","Basement / Rec Room, Den/Study, Family Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Library, Master Bedroom Bath, Morning Room","","Crawl Space","","NEW","Clarence","$0","08/28/2015","09/09/2015","","05/01/2015","3","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/28/2015","Exclusive Right To Sell","190","93","Corner Lot, Wooded Lot"
"1501","B474127","S","$347,000","$349,900","$347,000","8301 Clarence Lane CT","0.34","2","","2.0","14051","14051","4","3.1","2,538","9","1","3","$269,000","29","Full, Partially Finished","Deck, Fully Fenced Yard, Garage Door Opener","Indoor Pool, Natural Woodwork - some, Sump Pump","Basement / Rec Room, Bonus Room, Den/Study, Family Room, Foyer/Entry Hall","","Crawl Space","","NEW","Clarence","$1","07/15/2015","07/28/2015","","05/13/2015","6","Concrete","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","05/07/2015","Exclusive Right To Sell","150","100","Neighborhood Street"
"1501","B480559","S","$346,830","$339,900","$346,830","9140 Via Cimato DR","0.37","2","","2.5","14032","14032","4","2.1","2,220","8","1","2","$284,000","15","Finished, Full","Cable TV Available, Deck, Electric Pet Fence, Fully Fenced Yard, Garage Door Opener, High Speed Internet, Patio, Playset / Swingset, Pool-In Ground, Private Yard - see Remarks","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Indoor Pool, Skylight, Sliding Glass Door, Sump Pump","1st Floor Master Bedroom, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Screened","","Crawl Space","","NEW","Clarence","$0","10/05/2015","10/16/2015","","07/21/2015","4","Concrete","","Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/17/2015","Exclusive Right To Sell","159","100","Near Bus Line, Neighborhood Street, Wooded Lot"
"1501","B465125","S","$345,185","$345,185","$345,185","9363 Kristina CIR","1.00","0","","2.5","14032","14031","4","2.1","2,400","8","1","2","$345,185","","Full","Garage Door Opener","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump","Family Room, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Master Bedroom Bath, Morning Room, Porch - Open","","Crawl Space","","NEW","Clarence","$0","07/06/2015","07/08/2015","","11/26/2014","0","Blacktop","","Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Other - See Remarks","","11/26/2014","Exclusive Right To Sell","123","43","Neighborhood Street"
"1501","B466348","S","$340,000","$349,900","$340,000","10601 Royal Oak DR","0.74","2","","2.5","14031","14031","4","3.0","3,342","9","0","3","$335,000","25","Full, Partially Finished","Cable TV Available","Cathedral Ceiling, Natural Woodwork - some","1st Floor Bedroom, Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-2nd Floor, Living Room, Loft, Master Bedroom Bath, Porch - Open","","Crawl Space","","NEW","Clarence","$0","03/16/2015","03/27/2015","","12/31/2014","0","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","12/31/2014","Exclusive Right To Sell","200","167","Wooded Lot"
"1501","B475665","S","$340,000","$369,000","$340,000","5103 Eastbrooke Pl","0.40","2","","2.5","14221","14221","4","2.1","3,082","8","1","2","$303,000","25","Full, Partially Finished","Cable TV Available, Deck, Garage Door Opener, High Speed Internet","Atrium Door, Cathedral Ceiling, Ceiling Fan, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Security System - Owned, Skylight, Sump Pump, Whirlpool Tub","Basement / Rec Room, Bonus Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","","None","","NEW","Clarence","$0","08/25/2015","08/25/2015","","06/07/2015","13","Concrete","","Other - See Remarks","Attached","Gas","","05/25/2015","Exclusive Right To Sell","174","102","Other - See Remarks"
"1501","B482270","S","$340,000","$349,000","$340,000","5560 Woodbine CT","0.35","2","","2.5","14221","14221","4","3.0","2,627","9","0","3","$312,000","22","Full","Awning, Cable TV Available, Deck, Garage Door Opener, Patio, Pool-In Ground, Private Yard - see Remarks","Cathedral Ceiling, Cedar Closets, Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Hot Tub, Indoor Pool, Natural Woodwork - some, Security System - Owned, Skylight, Sliding Glass Door, Sump Pump, Two Story Foyer","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Office","","Crawl Space","","NEW","Clarence","$0","10/28/2015","11/04/2015","","08/20/2015","13","Concrete","","Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","08/07/2015","Exclusive Right To Sell","152","95","Cul De Sac"
"1501","B469986","S","$339,800","$339,800","$339,800","8390 Stahley RD","1.10","1","","2.5","14051","14051","3","2.1","2,184","6","1","2","$295,000","21","Full","Cable TV Available, Deck, Garage Door Opener, Other - See Remarks, Partially Fenced Yard, Private Yard - see Remarks","Ceiling Fan, Copper Plumbing - Some, Drapes - Some, Other - See Remarks, Skylight, Sliding Glass Door, Sump Pump, Whirlpool Tub","1st Floor Master Bedroom, Foyer/Entry Hall, Laundry-1st Floor, Master Bedroom Bath, Other - See Remarks","","Crawl Space","","NEW","Clarence","$0","05/18/2015","06/04/2015","","03/19/2015","3","Concrete","","Ceramic-Some, Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/16/2015","Exclusive Right To Sell","584","120","Agricultural District, Other - See Remarks, Secondary Road, Wooded Lot"
"1501","B471613","S","$337,000","$339,900","$337,000","8921 Galway Ter","0.33","2","","2.5","14032","14032","5","3.1","3,080","11","1","3","$335,000","5","Full","Cable TV Available, Deck, Garage Door Opener, Patio, Storage","Circuit Breakers - Some, Drapes - Some, Sump Pump, Two Story Foyer","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Morning Room, Office","","Crawl Space","","NEW","Clarence","$0","06/29/2015","06/30/2015","","04/20/2015","11","Concrete","","Ceramic-Some, Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Gas","","04/09/2015","Exclusive Right To Sell","163","73","Neighborhood Street"
"1501","B472817","S","$325,000","$319,900","$325,000","10716 Croop RD","1.84","2","","2.5","14032","14032","3","2.1","2,326","9","1","2","$260,000","9","Finished, Full","Awning, Deck, Garage Door Opener, Patio","Central Vacuum System, Circuit Breakers - Some, Copper Plumbing - Some, Sliding Glass Door, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Basement / Rec Room, Florida/Sun Room- Heated, Foyer/Entry Hall, Great Room, Laundry-1st Floor, Master Bedroom Bath","Shed","Crawl Space","","NEW","Clarence","$0","07/28/2015","07/30/2015","","04/26/2015","4","Blacktop, Parking Area, Turnaround","","Hardwood-Some, Tile-Some","Attached","Gas","","04/22/2015","Exclusive Right To Sell","663","132","Agricultural District"
"1501","B469867","S","$324,000","$329,900","$324,000","9179 Via Cimato DR","0.44","2","","2.0","14032","14032","4","2.1","2,154","8","1","2","$265,000","15","Finished, Full","Cable TV Available, Deck, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sump Pump, Two Story Foyer","Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath","","Crawl Space","","NEW","Clarence","$0","07/06/2015","07/20/2015","","03/18/2015","5","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/13/2015","Exclusive Right To Sell","170","113","Neighborhood Street, Wooded Lot"
"1501","B467630","S","$322,000","$314,000","$322,000","10690 Rosewood LN","0.58","2","","2.5","14031","14031","4","2.1","3,194","10","1","2","$310,000","20","Full","Garage Door Opener","Copper Plumbing - Some, Sump Pump","Den/Study, Family Room, Foyer/Entry Hall, Laundry-2nd Floor, Library, Living Room, Master Bedroom Bath, Porch - Open","","None","","NEW","Clarence","$0","04/02/2015","04/08/2015","","02/07/2015","11","Concrete","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","01/27/2015","Exclusive Right To Sell","256","100","Neighborhood Street, Wooded Lot"
"1501","B472430","S","$322,000","$335,000","$322,000","8156 Miles RD","0.46","2","","2.5","14051","","3","2.0","2,944","9","0","2","$260,000","35","Full, Partially Finished","Cable TV Available, Deck, Fully Fenced Yard, Garage Door Opener, Hot Tub, Patio, Playset / Swingset, Pool-In Ground, Private Yard - see Remarks","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump, Two Story Foyer, Whirlpool Tub","Basement / Rec Room, Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Loft","Shed","Crawl Space","","NEW","Clarence","$0","07/13/2015","07/15/2015","","05/01/2015","11","Blacktop","","Ceramic-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/20/2015","Exclusive Right To Sell","200","100","Neighborhood Street"
"1501","B468242","S","$320,000","$329,900","$320,000","8730 Greiner","1.50","2","","2.0","14221","14221","6","3.1","3,095","9","1","3","$265,000","37","Full, Partially Finished","Cable TV Available, Hot Tub, Patio, Pool-In Ground, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Natural Woodwork - some, Sliding Glass Door","Basement / Rec Room, Family Room, Garage Apartment, In-Law - see Remarks, Laundry-1st Floor, Laundry-Basement, Master Bedroom Bath, Office, Porch - Enclosed","Shed","Unfinished","","NEW","Clarence","$0","04/13/2015","04/23/2015","","02/08/2015","0","Blacktop, Circular","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","02/08/2015","Exclusive Right To Sell","440","150","Other - See Remarks, Wooded Lot"
"1501","B480459","S","$320,000","$329,900","$320,000","10195 Martin RD","1.15","1","","2.5","14032","14032","3","2.1","2,178","10","1","2","$260,000","15","Full","Garage Door Opener, Patio, Private Yard - see Remarks","Atrium Door, Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Hot Tub, Skylight, Sump Pump","1st Floor Bedroom, 1st Floor Master Bedroom, Family Room, Great Room, Laundry-1st Floor, Master Bedroom Bath, Porch - Open","Shed","Crawl Space","","NEW","Clarence","$0","10/15/2015","10/27/2015","","08/03/2015","19","Blacktop","","Ceramic-Some, Hardwood-Some, Linoleum/Vinyl, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/15/2015","Exclusive Right To Sell","403","125","Agricultural District, Neighborhood Street"
"1501","B478259","S","$318,000","$329,900","$318,000","9611 Deerview LN","0.43","2","","2.5","14031","","4","2.1","2,332","9","1","2","$290,000","20","Full","Patio, Playset / Swingset","Ceiling Fan, Circuit Breakers - Some, Drapes - Some, Natural Woodwork - some, Skylight, Sump Pump, Two Story Foyer","Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room","Shed","Crawl Space","","NEW","Clarence","$0","09/21/2015","09/24/2015","","07/16/2015","25","Blacktop","","Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","06/21/2015","Exclusive Right To Sell","150","111","Corner Lot, Neighborhood Street"
"1501","B472615","S","$316,500","$319,900","$316,500","6077 Wellesley Cmn","0.23","2","","2.0","14051","14051","3","2.1","2,589","7","1","2","$235,000","30","Full","Deck, Garage Door Opener","Cathedral Ceiling, Cedar Closets, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Skylight, Water Softener - Owned, Wet Bar","1st Floor Master Bedroom, Den/Study, Family Room, Laundry-1st Floor, Living Room, Loft, Master Bedroom Bath, Office","","Scuttle Access","","NEW","Clarence","$0","07/21/2015","07/21/2015","","04/30/2015","10","Blacktop","","Ceramic-Some, Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Attached","Gas","","04/20/2015","Exclusive Right To Sell","170","60","Cul De Sac, Neighborhood Street, Wooded Lot"
"1501","B462927","S","$313,000","$319,900","$313,000","6315 Jennifer CT","0.43","2","","2.5","14032","14032","4","2.1","2,402","9","1","2","$300,000","14","Full","Cable TV Available, Deck, Electric Pet Fence, Garage Door Opener, Pool-Above Ground","Cathedral Ceiling, Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Sliding Glass Door, Sump Pump, Whirlpool Tub","Den/Study, Family Room, Foyer/Entry Hall, Laundry-1st Floor, Living Room, Master Bedroom Bath, Porch - Open","Shed","Scuttle Access","","NEW","Clarence","$0","01/13/2015","01/16/2015","","11/06/2014","24","Concrete, Parking Area","","Ceramic-Some, Hardwood-Some, Wall To Wall Carpet-Some","Attached","Gas","","10/13/2014","Exclusive Right To Sell","180","105","Cul De Sac, Neighborhood Street"
